Customer_ID,Customer_Name,Gender,Age,Email,Phone,City,Province,Country,Product_ID,Product_Name,Category,Brand,Unit_Price,Order_ID,Order_Date,Quantity,Discount,Tax,Total_Amount,Payment_Method,Sales_Channel,Warehouse,Delivery_Status,Delivery_Days,Salesperson,Region,Customer_Satisfaction,Loyalty_Score,Return_Flag
CUST23,Customer_660,female,150,,,Butwal,Lumbini,Nepal,P632,Product_465,Information Technology,DataMax,40419.28,,3/6/2025,5,10.33,8.82,,Khalti,Online,WH-A,Shipped,,SP_30,Central,99,,No
CUST24,Customer_1267,,150,,,Lalitpur,Lumbini,Bangladesh,P781,Product_167,Electronics,TechPro,,ORD-10023,2/6/2025,-3,15.73,9.09,551012.03,Card,Wholesale,WH-B,Pending,8,SP_75,West,,52,
,Customer_1274,F,150,user24@company.com,,Butwal,Gandaki,India,,Product_405,IT,CloudWare,,ORD-10024,,4,9.08,2.66,,Card,Wholesale,WH-C,Pending,,SP_56,Central,99,,Y
,Customer_1090,Female,150,user25@company.com,9835519622,Pokhara,Koshi,Bangladesh,,Product_37,Furniture,DataMax,16227.54,,,1,7.95,1.91,,Cash,Wholesale,WH-B,Shipped,-2,SP_16,East,3,,Y
CUST27,Customer_424,Male,,invalid-email,12345,Nepalgunj,Gandaki,Nepal,P346,Product_333,Information Technology,SmartX,-100,ORD-10026,8/12/2025,0,4.83,14.9,,Bank Transfer,Wholesale,WH-B,Delivered,12,SP_61,East,,77,No
,Customer_1822,,150,invalid-email,12345,Dharan,Koshi,Bangladesh,P155,Product_12,Office Supplies,Nova,,,3/22/2025,-3,3.76,9.66,78431.22,Khalti,Wholesale,WH-B,Cancelled,,SP_85,West,99,18,No
,Customer_1238,Male,,,12345,ktm,Koshi,Bangladesh,P141,Product_123,Furniture,DataMax,,ORD-10028,,12,28.43,3.33,,Bank Transfer,Wholesale,WH-B,Cancelled,11,SP_42,West,99,81,
C-30,Customer_789,Male,150,user29@company.com,,Biratnagar,Koshi,India,,Product_420,IT,SmartX,,ORD-10029,6/21/2025,0,25.63,10.69,2557.8,Bank Transfer,Retail,WH-C,Cancelled,11,SP_22,Central,2,,N
C-31,Customer_1814,male,,user30@company.com,,Biratnagar,Koshi,Bangladesh,,Product_131,Information Technology,DataMax,,ORD-10030,,5,19.19,11.11,,Card,Online,WH-B,Delivered,,SP_30,East,99,79,Y
C-32,Customer_1784,Female,150,,,Kathmandu,Bagmati,Bangladesh,,Product_495,Information Technology,CloudWare,,ORD-10031,16/06/2025,-3,11.75,8.44,,Khalti,Wholesale,WH-A,deliverd,7,SP_42,East,3,69,No
,Customer_1400,,47,user32@gmail.com,9876800308,Kathmandu,Koshi,Nepal,,Product_488,Electronics,Nova,,,25/04/2025,1,2.1,3.26,568949.08,Khalti,Wholesale,WH-B,deliverd,,SP_31,East,4,,Yes
,Customer_297,Female,150,,,Butwal,Gandaki,Nepal,P268,Product_446,Office Supplies,CloudWare,,ORD-10033,9/6/2025,4,15.42,4.68,,Cash,Wholesale,WH-C,deliverd,,SP_51,East,3,,
C-35,Customer_2277,F,49,user34@gmail.com,9817401524,Pokhara,Koshi,India,,Product_430,Information Technology,CloudWare,35895.73,,,5,28.61,12.86,,eSewa,Online,WH-B,Delivered,14,SP_36,Central,1,,N
,Customer_504,Female,,,,ktm,Madhesh,India,,Product_330,I.T.,SmartX,,,3/2/2025,0,11.85,10.49,,Bank Transfer,Wholesale,WH-C,Delivered,,SP_14,West,,17,N
,Customer_569,female,47,invalid-email,,Pokhara,Bagmati,Bangladesh,,Product_478,Office Supplies,SmartX,-100,,,-3,11.8,6.38,517445.95,eSewa,Retail,WH-C,deliverd,-2,SP_10,East,2,87,
,Customer_539,M,,user37@gmail.com,,Butwal,Koshi,Bangladesh,,Product_386,Furniture,TechPro,14568.8,,14/03/2025,0,23.09,11.71,,Card,Online,WH-A,Cancelled,5,SP_55,Central,,74,No
,Customer_690,Male,150,user38@company.com,,Lalitpur,Madhesh,Bangladesh,,Product_4,Electronics,TechPro,-100,,,0,2.82,12.68,802670.7,Khalti,Wholesale,WH-C,Cancelled,,SP_74,East,5,24,No
,Customer_730,F,-5,user39@company.com,12345,ktm,Koshi,Bangladesh,P389,Product_411,Electronics,Nova,-100,,,1,8.92,14.34,,Khalti,Online,WH-A,Shipped,,SP_71,Central,4,45,No
C-41,Customer_181,Female,150,user40@company.com,,Nepalgunj,Lumbini,Bangladesh,,Product_96,I.T.,TechPro,,,,0,29.13,13.33,,Khalti,Retail,WH-B,Pending,12,SP_12,West,,,No
CUST42,Customer_22,F,150,user41@gmail.com,,Dharan,Madhesh,India,P684,Product_158,I.T.,Nova,26089.14,,,-3,1.8,10.94,953471.56,Cash,Wholesale,WH-C,deliverd,,SP_6,East,3,,
,Customer_1116,male,150,user42@company.com,12345,Nepalgunj,Gandaki,Nepal,,Product_213,I.T.,DataMax,,,2/4/2025,-3,10.97,5.34,,Bank Transfer,Wholesale,WH-A,Delivered,,SP_81,Central,2,,No
,Customer_1024,F,150,,,Dharan,Koshi,Bangladesh,,Product_218,Information Technology,SmartX,-100,ORD-10043,21/02/2025,18,15.97,4.37,,eSewa,Online,WH-A,Pending,-2,SP_19,Central,,47,No
,Customer_317,F,-5,user44@gmail.com,,ktm,Gandaki,Nepal,,Product_82,Furniture,TechPro,32296.06,,4/4/2025,-3,21.86,13.52,690575.46,eSewa,Online,WH-A,Shipped,15,SP_67,East,99,35,
CUST46,Customer_73,male,150,user45@gmail.com,,Kathmandu ,Madhesh,India,P565,Product_27,Furniture,TechPro,31502.2,,17/02/2025,20,12.02,11.69,89467.73,Card,Retail,WH-B,Pending,,SP_55,West,5,,Y
,Customer_547,M,24,,12345,ktm,Lumbini,Bangladesh,,Product_369,IT,CloudWare,,ORD-10046,,-3,13.52,4.24,,Card,Wholesale,WH-B,Cancelled,-2,SP_11,West,3,31,Yes
C-48,Customer_2262,M,-5,user47@gmail.com,,Kathmandu ,Lumbini,Nepal,,Product_24,Office Supplies,TechPro,,,,-3,26.85,13.65,,Bank Transfer,Online,WH-C,deliverd,-2,SP_40,East,5,,Y
C-49,Customer_1538,M,55,user48@gmail.com,,Kathmandu ,Bagmati,Nepal,,Product_334,Information Technology,CloudWare,,,,18,5.19,9.97,,Bank Transfer,Retail,WH-B,deliverd,-2,SP_67,East,1,,Yes
C-50,Customer_1037,F,,invalid-email,,Lalitpur,Gandaki,Bangladesh,,Product_98,IT,DataMax,,,6/25/2025,-3,23.34,5.61,,Cash,Online,WH-C,Delivered,2,SP_27,East,,59,Yes
C-51,Customer_2195,male,20,,,Lalitpur,Bagmati,India,,Product_114,I.T.,Nova,24871.99,ORD-10050,,-3,16.91,5.72,41945.89,Cash,Wholesale,WH-A,deliverd,-2,SP_73,Central,,,Yes
,Customer_2454,,,,,Dharan,Gandaki,India,,Product_189,Furniture,TechPro,20539.99,ORD-10051,,-3,15.39,13.87,,Bank Transfer,Wholesale,WH-B,deliverd,-2,SP_69,West,99,,
,Customer_2161,M,,,12345,Butwal,Madhesh,Nepal,,Product_16,Information Technology,Nova,,ORD-10052,16/12/2025,0,9.67,8.61,987959.93,Bank Transfer,Retail,WH-B,Delivered,-2,SP_9,Central,99,46,N
CUST54,Customer_162,female,-5,user53@gmail.com,,Lalitpur,Gandaki,Bangladesh,,Product_244,Electronics,SmartX,39050.59,,10/11/2025,0,17.93,9.67,,Bank Transfer,Wholesale,WH-B,Shipped,12,SP_34,Central,2,,
,Customer_1123,male,,user54@company.com,9852664926,Lalitpur,Koshi,Bangladesh,,Product_74,Electronics,CloudWare,-100,ORD-10054,24/04/2025,13,2.18,12.75,701515.57,Khalti,Retail,WH-B,deliverd,,SP_64,East,4,,N
,Customer_305,female,-5,invalid-email,,Kathmandu ,Madhesh,India,,Product_154,Electronics,DataMax,,,10/4/2025,0,1.11,0.36,654457.45,Bank Transfer,Online,WH-A,deliverd,,SP_7,Central,99,97,N
CUST57,Customer_1888,M,25,invalid-email,,Pokhara,Bagmati,Nepal,P836,Product_378,Office Supplies,Nova,,ORD-10056,3/5/2025,3,6.45,9.04,,Card,Online,WH-B,Delivered,14,SP_79,East,3,10,Yes
,Customer_1538,female,-5,user57@company.com,,Dharan,Koshi,Bangladesh,,Product_106,IT,Nova,,,2/7/2025,0,29.95,5.95,957899.48,Cash,Retail,WH-A,Pending,9,SP_22,West,3,76,N
,Customer_1078,F,,,12345,Pokhara,Lumbini,Bangladesh,P959,Product_340,I.T.,Nova,,ORD-10058,10/25/2025,14,21.84,10.44,,eSewa,Online,WH-C,Cancelled,9,SP_92,West,3,,Yes
,Customer_1051,female,,user59@company.com,9876700617,Biratnagar,Madhesh,Bangladesh,P247,Product_131,Electronics,TechPro,,ORD-10059,,-3,22.92,0.21,976304.47,Bank Transfer,Retail,WH-B,Cancelled,1,SP_57,East,,39,
,Customer_1685,female,,,,Biratnagar,Bagmati,Nepal,,Product_489,Electronics,TechPro,,,1/24/2025,-3,19.93,11.05,700164.51,Bank Transfer,Retail,WH-A,Cancelled,,SP_37,East,99,84,Y
CUST62,Customer_1756,,,user61@company.com,12345,Dharan,Gandaki,Bangladesh,P241,Product_498,Information Technology,CloudWare,-100,,,-3,23.75,6.44,96963.61,Card,Wholesale,WH-B,deliverd,4,SP_97,West,4,36,
,Customer_1334,female,,,,Kathmandu,Koshi,Nepal,P824,Product_243,Electronics,TechPro,,,,-3,4.04,3.32,579002.29,Card,Online,WH-A,deliverd,6,SP_32,Central,99,,Yes
CUST64,Customer_885,F,62,,9849295468,Lalitpur,Lumbini,Nepal,P941,Product_455,IT,DataMax,24093.21,ORD-10063,12/10/2025,4,7.58,10.57,85523.63,Khalti,Online,WH-A,Pending,10,SP_16,Central,2,,Y
CUST65,Customer_493,male,-5,user64@gmail.com,,Dharan,Gandaki,Nepal,P704,Product_407,I.T.,SmartX,,,9/1/2025,-3,11.91,14.54,86824.78,Khalti,Online,WH-A,Delivered,7,SP_72,Central,3,9,
C-66,Customer_613,female,-5,user65@company.com,12345,Butwal,Gandaki,Nepal,,Product_122,IT,CloudWare,,ORD-10065,3/4/2025,3,1.57,9.39,547246.73,Bank Transfer,Retail,WH-A,deliverd,,SP_91,East,1,4,Y
,Customer_2040,Female,,,,Butwal,Madhesh,Nepal,,Product_472,Office Supplies,SmartX,37069.85,ORD-10066,,0,8.92,4.61,39948.75,Card,Retail,WH-C,Cancelled,-2,SP_84,Central,4,1,Yes
CUST68,Customer_447,female,150,invalid-email,,ktm,Bagmati,Nepal,,Product_26,Office Supplies,Nova,,,1/11/2025,0,6.36,14.39,810806.56,eSewa,Retail,WH-A,deliverd,,SP_53,West,4,,
,Customer_757,Female,-5,,9822475924,Biratnagar,Koshi,India,,Product_477,I.T.,SmartX,,,3/17/2025,1,1.86,14.82,,Khalti,Retail,WH-B,Cancelled,-2,SP_96,Central,5,40,
C-70,Customer_612,,,user69@company.com,12345,ktm,Bagmati,Nepal,,Product_276,IT,SmartX,,,24/06/2025,-3,23.42,6.19,41802.59,Cash,Wholesale,WH-B,Pending,8,SP_66,Central,3,,Yes
,Customer_573,Male,-5,invalid-email,,Kathmandu ,Lumbini,Bangladesh,P548,Product_156,IT,SmartX,24766.13,ORD-10070,,-3,18.97,0.41,,Khalti,Online,WH-A,Shipped,2,SP_57,West,1,55,N
C-72,Customer_673,,,user71@company.com,9891341731,Nepalgunj,Bagmati,Bangladesh,P813,Product_414,Electronics,SmartX,48130.69,ORD-10071,,7,27.22,8.14,,Cash,Wholesale,WH-A,deliverd,,SP_47,East,5,,N
CUST73,Customer_1907,male,150,user72@gmail.com,,Biratnagar,Koshi,Bangladesh,P819,Product_35,Electronics,SmartX,21729.77,ORD-10072,11/13/2025,1,14.87,4.05,,Khalti,Wholesale,WH-B,Shipped,-2,SP_85,East,,,Y
C-74,Customer_2087,M,,invalid-email,,Lalitpur,Koshi,Bangladesh,P438,Product_23,Electronics,TechPro,,,10/1/2025,13,12.32,2.48,88563.92,Card,Wholesale,WH-C,Delivered,15,SP_49,East,2,,N
,Customer_1370,F,150,user74@company.com,12345,Nepalgunj,Koshi,India,,Product_308,I.T.,CloudWare,,,1/5/2025,-3,7.7,4.03,58426.51,Card,Online,WH-C,Pending,11,SP_98,West,3,25,N
,Customer_384,F,,,9885868125,Kathmandu ,Gandaki,Nepal,P281,Product_454,Furniture,Nova,-100,,10/22/2025,-3,17.3,8.26,,Card,Retail,WH-B,Cancelled,3,SP_75,East,4,,Y
,Customer_1883,F,20,user76@company.com,9882963508,Butwal,Lumbini,Nepal,,Product_210,Information Technology,SmartX,7606.12,,10/9/2025,5,10.07,6.21,,Cash,Online,WH-C,Cancelled,,SP_17,East,99,,Y
,Customer_730,Female,-5,,9852456277,Butwal,Gandaki,Bangladesh,,Product_150,Furniture,Nova,45382.57,ORD-10077,3/11/2025,-3,21.39,1.31,,Cash,Wholesale,WH-C,Shipped,,SP_64,East,99,,Y
C-79,Customer_1937,M,,,12345,Dharan,Gandaki,India,,Product_370,Information Technology,SmartX,,,,0,2.22,4.64,823342.81,Bank Transfer,Wholesale,WH-B,deliverd,12,SP_20,Central,2,24,Yes
,Customer_857,F,28,user79@gmail.com,,Lalitpur,Lumbini,Bangladesh,,Product_237,Electronics,DataMax,32704.18,,15/05/2025,16,14.12,5.3,54350.84,eSewa,Online,WH-A,deliverd,,SP_23,East,3,,
,Customer_156,male,150,invalid-email,12345,Kathmandu,Madhesh,India,,Product_108,I.T.,DataMax,41938.72,,1/15/2025,-3,2.28,14.83,,Khalti,Wholesale,WH-C,Cancelled,,SP_79,Central,3,99,N
,Customer_373,Female,150,invalid-email,9862197657,Nepalgunj,Madhesh,India,P373,Product_422,Furniture,SmartX,,,,0,13.77,14.58,69420.13,Cash,Retail,WH-B,Delivered,,SP_32,East,3,15,N
CUST83,Customer_206,Male,,user82@gmail.com,9881253198,Kathmandu ,Madhesh,Bangladesh,P408,Product_424,Office Supplies,DataMax,26531.65,,,-3,17.2,14.06,820554.09,Khalti,Online,WH-A,deliverd,,SP_10,West,1,,No
CUST84,Customer_615,M,-5,invalid-email,,ktm,Bagmati,India,,Product_34,Electronics,DataMax,-100,,5/22/2025,0,28.07,4.38,596103.15,Card,Online,WH-B,Delivered,15,SP_30,Central,,,N
CUST85,Customer_165,male,,,,Kathmandu ,Madhesh,Nepal,,Product_123,IT,TechPro,-100,,6/3/2025,0,19.49,4.41,34073.03,Khalti,Retail,WH-A,Shipped,,SP_2,East,3,,N
,Customer_2036,,,invalid-email,12345,Pokhara,Gandaki,India,P343,Product_124,I.T.,DataMax,,ORD-10085,9/5/2025,18,20.01,8.54,,eSewa,Wholesale,WH-C,Shipped,3,SP_60,Central,4,,
,Customer_99,F,-5,,9885639697,ktm,Lumbini,Nepal,,Product_96,IT,Nova,,,2/5/2025,16,22.34,14.87,,Bank Transfer,Wholesale,WH-C,Shipped,6,SP_6,East,99,48,N
,Customer_2488,male,47,user87@gmail.com,,Kathmandu ,Lumbini,India,,Product_423,Electronics,DataMax,-100,,,0,1.92,4.77,,Card,Wholesale,WH-A,Delivered,,SP_38,West,3,,N
CUST89,Customer_1946,male,40,,,Kathmandu ,Koshi,Nepal,,Product_37,Office Supplies,TechPro,-100,,,17,3.21,2.15,,Khalti,Retail,WH-C,Shipped,-2,SP_70,Central,1,,
C-90,Customer_973,Female,-5,,,Kathmandu ,Bagmati,Bangladesh,,Product_352,IT,TechPro,-100,,11/13/2025,0,26.19,5.74,,Bank Transfer,Retail,WH-C,Cancelled,,SP_37,East,2,71,No
,Customer_262,female,,user90@gmail.com,,Lalitpur,Lumbini,Nepal,P209,Product_445,IT,DataMax,35675.04,,17/10/2025,-3,27.35,10.46,,Khalti,Wholesale,WH-A,Delivered,3,SP_14,Central,2,,Y
C-92,Customer_562,,34,user91@company.com,9833677121,Lalitpur,Lumbini,Nepal,P215,Product_417,I.T.,Nova,,,11/26/2025,0,18.86,12.89,960495.34,Cash,Wholesale,WH-A,Shipped,,SP_19,West,99,48,N
,Customer_432,female,,user92@company.com,12345,ktm,Koshi,Nepal,,Product_195,Information Technology,Nova,-100,,12/8/2025,12,3.26,5.3,,Card,Online,WH-B,Shipped,,SP_27,Central,5,72,N
,Customer_1097,female,24,invalid-email,,Butwal,Gandaki,Bangladesh,,Product_192,Office Supplies,TechPro,47886.66,ORD-10093,,0,23.12,11.36,,eSewa,Wholesale,WH-C,Delivered,,SP_28,East,5,74,No
CUST95,Customer_331,Male,-5,,9867338552,Biratnagar,Lumbini,India,,Product_298,Electronics,Nova,,ORD-10094,18/08/2025,0,15.23,7.07,,Khalti,Retail,WH-C,Cancelled,-2,SP_37,Central,2,60,Yes
C-96,Customer_894,F,150,invalid-email,,Lalitpur,Koshi,Bangladesh,,Product_49,IT,CloudWare,,,10/10/2025,7,28.25,11.51,,eSewa,Retail,WH-B,Cancelled,14,SP_74,East,1,94,Yes
CUST97,Customer_781,Male,60,invalid-email,9873328263,Pokhara,Bagmati,Nepal,,Product_70,IT,Nova,19917.23,ORD-10096,1/9/2025,0,29.73,14.21,,eSewa,Wholesale,WH-C,Shipped,,SP_22,West,,62,Yes
,Customer_2292,M,48,user97@company.com,,Pokhara,Madhesh,India,,Product_362,IT,Nova,,,9/23/2025,-3,18.29,0.5,,eSewa,Wholesale,WH-C,Shipped,-2,SP_78,East,5,,No
CUST99,Customer_277,female,,,,Biratnagar,Koshi,Nepal,P160,Product_124,IT,CloudWare,-100,,,0,24.58,8.57,959453.36,Card,Wholesale,WH-B,Pending,,SP_77,East,4,,Yes
C-100,Customer_2468,,61,user99@gmail.com,,ktm,Koshi,India,,Product_469,IT,Nova,,ORD-10099,4/3/2025,-3,0.1,14.99,,Card,Wholesale,WH-A,Delivered,-2,SP_24,West,4,,Yes
,Customer_1276,Male,,,,Kathmandu,Koshi,Bangladesh,,Product_389,Electronics,TechPro,-100,ORD-10100,,0,29.6,11.79,,eSewa,Online,WH-B,Pending,6,SP_74,West,2,83,Y
,Customer_432,,,user101@company.com,9862772321,Lalitpur,Gandaki,India,,Product_274,Office Supplies,TechPro,46302.95,,2/13/2025,2,9.22,13.55,917868.42,Khalti,Wholesale,WH-B,Pending,-2,SP_57,Central,,33,No
CUST103,Customer_703,Male,-5,invalid-email,9856166623,Kathmandu,Koshi,Nepal,,Product_450,I.T.,TechPro,10089.07,,4/22/2025,6,11.67,5.36,977809.84,eSewa,Retail,WH-C,Delivered,-2,SP_1,West,5,,No
C-104,Customer_1233,female,,,,Kathmandu,Koshi,Nepal,,Product_140,I.T.,DataMax,-100,,,15,3.04,1.37,32044.86,Khalti,Online,WH-A,Pending,2,SP_80,West,4,,Y
CUST105,Customer_2432,F,,invalid-email,,Kathmandu,Gandaki,India,,Product_420,Office Supplies,SmartX,,,,1,9.17,13.08,,Card,Wholesale,WH-A,Delivered,,SP_20,Central,,2,Y
CUST106,Customer_1634,Female,,user105@company.com,,ktm,Bagmati,Nepal,P388,Product_404,IT,TechPro,,ORD-10105,3/11/2025,-3,8.48,6.9,,eSewa,Wholesale,WH-C,Pending,9,SP_29,Central,99,,No
,Customer_277,M,,,12345,Biratnagar,Gandaki,Nepal,,Product_182,Furniture,CloudWare,,,12/3/2025,-3,5.19,8.35,,eSewa,Retail,WH-B,Pending,-2,SP_44,West,2,5,Y
,Customer_2287,,,,12345,Kathmandu,Gandaki,Bangladesh,,Product_242,Furniture,TechPro,,,,-3,5.63,1.41,822592.24,Bank Transfer,Online,WH-C,Delivered,9,SP_63,West,2,,Y
,Customer_1325,M,,,12345,Kathmandu ,Lumbini,India,,Product_119,IT,DataMax,-100,,2/19/2025,0,10.71,11.71,612185.05,Khalti,Online,WH-C,deliverd,4,SP_46,Central,,57,N
,Customer_792,female,-5,,,Butwal,Lumbini,India,,Product_252,Information Technology,Nova,,,9/15/2025,0,25.43,8.38,,Khalti,Online,WH-C,Pending,,SP_1,Central,3,84,Y
CUST111,Customer_2179,Male,150,user110@gmail.com,9837032506,Lalitpur,Madhesh,India,P488,Product_198,I.T.,DataMax,33883.56,,9/19/2025,0,13.64,11.86,,Khalti,Retail,WH-B,Delivered,-2,SP_82,East,4,71,Yes
,Customer_2027,Male,28,user111@company.com,,Kathmandu,Bagmati,Nepal,,Product_217,IT,TechPro,41767.6,,6/6/2025,10,16.23,4.09,48767.6,Khalti,Retail,WH-C,Shipped,-2,SP_15,East,2,15,N
,Customer_1028,Male,,,12345,Dharan,Lumbini,Bangladesh,,Product_201,Information Technology,Nova,,ORD-10112,3/15/2025,0,22.58,10.33,757610.43,Card,Online,WH-C,Cancelled,-2,SP_13,Central,99,,Yes
CUST114,Customer_1115,female,,,9878717889,Lalitpur,Bagmati,Bangladesh,,Product_56,IT,DataMax,,,20/08/2025,0,18.99,5.56,63534.38,Bank Transfer,Retail,WH-A,deliverd,-2,SP_98,Central,3,90,
CUST115,Customer_751,female,150,user114@gmail.com,9869706968,Kathmandu ,Koshi,Nepal,P919,Product_454,IT,TechPro,,,,18,10.3,11.66,,Bank Transfer,Wholesale,WH-B,Cancelled,,SP_56,Central,,,Yes
,Customer_888,female,,,,Lalitpur,Lumbini,India,,Product_261,IT,SmartX,37366.23,ORD-10115,10/7/2025,14,17.12,2.45,,Card,Retail,WH-C,Shipped,-2,SP_76,West,99,84,Yes
C-117,Customer_376,Male,,user116@company.com,12345,Kathmandu,Lumbini,Nepal,P784,Product_269,Electronics,Nova,3654.68,,9/14/2025,-3,9.59,8.94,,Bank Transfer,Online,WH-A,Pending,-2,SP_75,West,4,89,
C-118,Customer_737,,,,,Pokhara,Madhesh,Nepal,P258,Product_144,Electronics,DataMax,11163.27,,9/1/2025,0,3.07,12.57,55861.03,Card,Online,WH-B,Pending,14,SP_78,West,99,,N
C-119,Customer_126,Male,150,user118@gmail.com,,Kathmandu ,Lumbini,India,,Product_346,Furniture,CloudWare,,,9/22/2025,15,9.15,4.36,615353.37,Khalti,Online,WH-A,deliverd,-2,SP_62,East,2,99,Y
,Customer_2404,Female,-5,user119@company.com,12345,Nepalgunj,Gandaki,Nepal,P454,Product_297,Furniture,CloudWare,29752.61,,26/10/2025,0,7.29,14.15,,Cash,Wholesale,WH-B,Shipped,-2,SP_23,West,99,87,No
,Customer_807,female,,user120@company.com,,Biratnagar,Koshi,Bangladesh,P145,Product_261,Electronics,DataMax,15968.61,ORD-10120,18/01/2025,15,10.85,5.88,,Cash,Online,WH-C,Shipped,8,SP_35,Central,,,Yes
