Customer_ID,Customer_Name,Gender,Age,Email,Phone,City,Province,Country,Product_ID,Product_Name,Category,Brand,Unit_Price,Order_ID,Order_Date,Quantity,Discount,Tax,Total_Amount,Payment_Method,Sales_Channel,Warehouse,Delivery_Status,Delivery_Days,Salesperson,Region,Customer_Satisfaction,Loyalty_Score,Return_Flag
C-18,Customer_163,M,150.0,user17@gmail.com,,Nepalgunj,Gandaki,Nepal,,Product_38,Furniture,CloudWare,42.0,,,-3,23.87,7.46,,eSewa,Retail,WH-C,Shipped,3.0,SP_14,Central,,7.0,Y
CUST19,Customer_575,Female,42.0,,,ktm,Gandaki,India,,Product_3,IT,Nova,-100.0,ORD-10018,24/08/2025,11,19.14,12.97,,Khalti,Online,WH-A,Delivered,-2.0,SP_47,West,99.0,,
CUST1010,Customer_957,Male,42.0,,12345.0,Nepalgunj,Bagmati,India,P764,Product_138,Office Supplies,CloudWare,15606.94,,,-3,0.3,7.29,42333.26,Card,Online,WH-B,Pending,,SP_54,Central,4.0,,Yes
CUST1011,Customer_2088,F,42.0,invalid-email,9822031045.0,Dharan,Gandaki,Nepal,P184,Product_217,Information Technology,DataMax,-100.0,,12/2/2025,-3,11.78,12.5,73293.21,eSewa,Wholesale,WH-A,Delivered,-2.0,SP_51,Central,3.0,5.0,Y
CUST1012,Customer_1176,Female,150.0,,,ktm,Bagmati,Bangladesh,P582,Product_107,Office Supplies,Nova,42.0,,15/08/2025,-3,13.41,12.11,,Cash,Wholesale,WH-B,Shipped,,SP_42,West,5.0,73.0,No
CUST23,Customer_660,female,150.0,,,Butwal,Lumbini,Nepal,P632,Product_465,Information Technology,DataMax,40419.28,,3/6/2025,5,10.33,8.82,,Khalti,Online,WH-A,Shipped,,SP_30,Central,99.0,,No
CUST24,Customer_1267,Unknown,150.0,,,Lalitpur,Lumbini,Bangladesh,P781,Product_167,Electronics,TechPro,42.0,ORD-10023,2/6/2025,-3,15.73,9.09,551012.03,Card,Wholesale,WH-B,Pending,8.0,SP_75,West,,52.0,
CUST1013,Customer_1274,F,150.0,user24@company.com,,Butwal,Gandaki,India,,Product_405,IT,CloudWare,42.0,ORD-10024,,4,9.08,2.66,,Card,Wholesale,WH-C,Pending,,SP_56,Central,99.0,,Y
CUST1014,Customer_1090,Female,150.0,user25@company.com,9835519622.0,Pokhara,Koshi,Bangladesh,,Product_37,Furniture,DataMax,16227.54,,,1,7.95,1.91,,Cash,Wholesale,WH-B,Shipped,-2.0,SP_16,East,3.0,,Y
CUST27,Customer_424,Male,42.0,invalid-email,12345.0,Nepalgunj,Gandaki,Nepal,P346,Product_333,Information Technology,SmartX,-100.0,ORD-10026,8/12/2025,0,4.83,14.9,,Bank Transfer,Wholesale,WH-B,Delivered,12.0,SP_61,East,,77.0,No
CUST1015,Customer_1822,Unknown,150.0,invalid-email,12345.0,Dharan,Koshi,Bangladesh,P155,Product_12,Office Supplies,Nova,42.0,,3/22/2025,-3,3.76,9.66,78431.22,Khalti,Wholesale,WH-B,Cancelled,,SP_85,West,99.0,18.0,No
CUST1016,Customer_1238,Male,42.0,,12345.0,ktm,Koshi,Bangladesh,P141,Product_123,Furniture,DataMax,42.0,ORD-10028,,12,28.43,3.33,,Bank Transfer,Wholesale,WH-B,Cancelled,11.0,SP_42,West,99.0,81.0,
C-30,Customer_789,Male,150.0,user29@company.com,,Biratnagar,Koshi,India,,Product_420,IT,SmartX,42.0,ORD-10029,6/21/2025,0,25.63,10.69,2557.8,Bank Transfer,Retail,WH-C,Cancelled,11.0,SP_22,Central,2.0,,N
C-31,Customer_1814,male,42.0,user30@company.com,,Biratnagar,Koshi,Bangladesh,,Product_131,Information Technology,DataMax,42.0,ORD-10030,,5,19.19,11.11,,Card,Online,WH-B,Delivered,,SP_30,East,99.0,79.0,Y
C-32,Customer_1784,Female,150.0,,,Kathmandu,Bagmati,Bangladesh,,Product_495,Information Technology,CloudWare,42.0,ORD-10031,16/06/2025,-3,11.75,8.44,,Khalti,Wholesale,WH-A,deliverd,7.0,SP_42,East,3.0,69.0,No
CUST1017,Customer_1400,Unknown,47.0,user32@gmail.com,9876800308.0,Kathmandu,Koshi,Nepal,,Product_488,Electronics,Nova,42.0,,25/04/2025,1,2.1,3.26,568949.08,Khalti,Wholesale,WH-B,deliverd,,SP_31,East,4.0,,Yes
CUST1018,Customer_297,Female,150.0,,,Butwal,Gandaki,Nepal,P268,Product_446,Office Supplies,CloudWare,42.0,ORD-10033,9/6/2025,4,15.42,4.68,,Cash,Wholesale,WH-C,deliverd,,SP_51,East,3.0,,
C-35,Customer_2277,F,49.0,user34@gmail.com,9817401524.0,Pokhara,Koshi,India,,Product_430,Information Technology,CloudWare,35895.73,,,5,28.61,12.86,,eSewa,Online,WH-B,Delivered,14.0,SP_36,Central,1.0,,N
CUST1019,Customer_504,Female,42.0,,,ktm,Madhesh,India,,Product_330,I.T.,SmartX,42.0,,3/2/2025,0,11.85,10.49,,Bank Transfer,Wholesale,WH-C,Delivered,,SP_14,West,,17.0,N
CUST1020,Customer_569,female,47.0,invalid-email,,Pokhara,Bagmati,Bangladesh,,Product_478,Office Supplies,SmartX,-100.0,,,-3,11.8,6.38,517445.95,eSewa,Retail,WH-C,deliverd,-2.0,SP_10,East,2.0,87.0,
CUST1021,Customer_539,M,42.0,user37@gmail.com,,Butwal,Koshi,Bangladesh,,Product_386,Furniture,TechPro,14568.8,,14/03/2025,0,23.09,11.71,,Card,Online,WH-A,Cancelled,5.0,SP_55,Central,,74.0,No
CUST1022,Customer_690,Male,150.0,user38@company.com,,Lalitpur,Madhesh,Bangladesh,,Product_4,Electronics,TechPro,-100.0,,,0,2.82,12.68,802670.7,Khalti,Wholesale,WH-C,Cancelled,,SP_74,East,5.0,24.0,No
CUST1023,Customer_730,F,-5.0,user39@company.com,12345.0,ktm,Koshi,Bangladesh,P389,Product_411,Electronics,Nova,-100.0,,,1,8.92,14.34,,Khalti,Online,WH-A,Shipped,,SP_71,Central,4.0,45.0,No
C-41,Customer_181,Female,150.0,user40@company.com,,Nepalgunj,Lumbini,Bangladesh,,Product_96,I.T.,TechPro,42.0,,,0,29.13,13.33,,Khalti,Retail,WH-B,Pending,12.0,SP_12,West,,,No
CUST42,Customer_22,F,150.0,user41@gmail.com,,Dharan,Madhesh,India,P684,Product_158,I.T.,Nova,26089.14,,,-3,1.8,10.94,953471.56,Cash,Wholesale,WH-C,deliverd,,SP_6,East,3.0,,
CUST1024,Customer_1116,male,150.0,user42@company.com,12345.0,Nepalgunj,Gandaki,Nepal,,Product_213,I.T.,DataMax,42.0,,2/4/2025,-3,10.97,5.34,,Bank Transfer,Wholesale,WH-A,Delivered,,SP_81,Central,2.0,,No
CUST1025,Customer_1024,F,150.0,,,Dharan,Koshi,Bangladesh,,Product_218,Information Technology,SmartX,-100.0,ORD-10043,21/02/2025,18,15.97,4.37,,eSewa,Online,WH-A,Pending,-2.0,SP_19,Central,,47.0,No
CUST1026,Customer_317,F,-5.0,user44@gmail.com,,ktm,Gandaki,Nepal,,Product_82,Furniture,TechPro,32296.06,,4/4/2025,-3,21.86,13.52,690575.46,eSewa,Online,WH-A,Shipped,15.0,SP_67,East,99.0,35.0,
CUST46,Customer_73,male,150.0,user45@gmail.com,,Kathmandu ,Madhesh,India,P565,Product_27,Furniture,TechPro,31502.2,,17/02/2025,20,12.02,11.69,89467.73,Card,Retail,WH-B,Pending,,SP_55,West,5.0,,Y
CUST1027,Customer_547,M,24.0,,12345.0,ktm,Lumbini,Bangladesh,,Product_369,IT,CloudWare,42.0,ORD-10046,,-3,13.52,4.24,,Card,Wholesale,WH-B,Cancelled,-2.0,SP_11,West,3.0,31.0,Yes
C-48,Customer_2262,M,-5.0,user47@gmail.com,,Kathmandu ,Lumbini,Nepal,,Product_24,Office Supplies,TechPro,42.0,,,-3,26.85,13.65,,Bank Transfer,Online,WH-C,deliverd,-2.0,SP_40,East,5.0,,Y
C-49,Customer_1538,M,55.0,user48@gmail.com,,Kathmandu ,Bagmati,Nepal,,Product_334,Information Technology,CloudWare,42.0,,,18,5.19,9.97,,Bank Transfer,Retail,WH-B,deliverd,-2.0,SP_67,East,1.0,,Yes
C-50,Customer_1037,F,42.0,invalid-email,,Lalitpur,Gandaki,Bangladesh,,Product_98,IT,DataMax,42.0,,6/25/2025,-3,23.34,5.61,,Cash,Online,WH-C,Delivered,2.0,SP_27,East,,59.0,Yes
C-51,Customer_2195,male,20.0,,,Lalitpur,Bagmati,India,,Product_114,I.T.,Nova,24871.99,ORD-10050,,-3,16.91,5.72,41945.89,Cash,Wholesale,WH-A,deliverd,-2.0,SP_73,Central,,,Yes
CUST1028,Customer_2454,Unknown,42.0,,,Dharan,Gandaki,India,,Product_189,Furniture,TechPro,20539.99,ORD-10051,,-3,15.39,13.87,,Bank Transfer,Wholesale,WH-B,deliverd,-2.0,SP_69,West,99.0,,
CUST1029,Customer_2161,M,42.0,,12345.0,Butwal,Madhesh,Nepal,,Product_16,Information Technology,Nova,42.0,ORD-10052,16/12/2025,0,9.67,8.61,987959.93,Bank Transfer,Retail,WH-B,Delivered,-2.0,SP_9,Central,99.0,46.0,N
CUST54,Customer_162,female,-5.0,user53@gmail.com,,Lalitpur,Gandaki,Bangladesh,,Product_244,Electronics,SmartX,39050.59,,10/11/2025,0,17.93,9.67,,Bank Transfer,Wholesale,WH-B,Shipped,12.0,SP_34,Central,2.0,,
CUST1030,Customer_1123,male,42.0,user54@company.com,9852664926.0,Lalitpur,Koshi,Bangladesh,,Product_74,Electronics,CloudWare,-100.0,ORD-10054,24/04/2025,13,2.18,12.75,701515.57,Khalti,Retail,WH-B,deliverd,,SP_64,East,4.0,,N
CUST1031,Customer_305,female,-5.0,invalid-email,,Kathmandu ,Madhesh,India,,Product_154,Electronics,DataMax,42.0,,10/4/2025,0,1.11,0.36,654457.45,Bank Transfer,Online,WH-A,deliverd,,SP_7,Central,99.0,97.0,N
CUST57,Customer_1888,M,25.0,invalid-email,,Pokhara,Bagmati,Nepal,P836,Product_378,Office Supplies,Nova,42.0,ORD-10056,3/5/2025,3,6.45,9.04,,Card,Online,WH-B,Delivered,14.0,SP_79,East,3.0,10.0,Yes
CUST1032,Customer_1538,female,-5.0,user57@company.com,,Dharan,Koshi,Bangladesh,,Product_106,IT,Nova,42.0,,2/7/2025,0,29.95,5.95,957899.48,Cash,Retail,WH-A,Pending,9.0,SP_22,West,3.0,76.0,N
CUST1033,Customer_1078,F,42.0,,12345.0,Pokhara,Lumbini,Bangladesh,P959,Product_340,I.T.,Nova,42.0,ORD-10058,10/25/2025,14,21.84,10.44,,eSewa,Online,WH-C,Cancelled,9.0,SP_92,West,3.0,,Yes
CUST1034,Customer_1051,female,42.0,user59@company.com,9876700617.0,Biratnagar,Madhesh,Bangladesh,P247,Product_131,Electronics,TechPro,42.0,ORD-10059,,-3,22.92,0.21,976304.47,Bank Transfer,Retail,WH-B,Cancelled,1.0,SP_57,East,,39.0,
CUST1035,Customer_1685,female,42.0,,,Biratnagar,Bagmati,Nepal,,Product_489,Electronics,TechPro,42.0,,1/24/2025,-3,19.93,11.05,700164.51,Bank Transfer,Retail,WH-A,Cancelled,,SP_37,East,99.0,84.0,Y
CUST62,Customer_1756,Unknown,42.0,user61@company.com,12345.0,Dharan,Gandaki,Bangladesh,P241,Product_498,Information Technology,CloudWare,-100.0,,,-3,23.75,6.44,96963.61,Card,Wholesale,WH-B,deliverd,4.0,SP_97,West,4.0,36.0,
CUST1036,Customer_1334,female,42.0,,,Kathmandu,Koshi,Nepal,P824,Product_243,Electronics,TechPro,42.0,,,-3,4.04,3.32,579002.29,Card,Online,WH-A,deliverd,6.0,SP_32,Central,99.0,,Yes
CUST64,Customer_885,F,62.0,,9849295468.0,Lalitpur,Lumbini,Nepal,P941,Product_455,IT,DataMax,24093.21,ORD-10063,12/10/2025,4,7.58,10.57,85523.63,Khalti,Online,WH-A,Pending,10.0,SP_16,Central,2.0,,Y
CUST65,Customer_493,male,-5.0,user64@gmail.com,,Dharan,Gandaki,Nepal,P704,Product_407,I.T.,SmartX,42.0,,9/1/2025,-3,11.91,14.54,86824.78,Khalti,Online,WH-A,Delivered,7.0,SP_72,Central,3.0,9.0,
C-66,Customer_613,female,-5.0,user65@company.com,12345.0,Butwal,Gandaki,Nepal,,Product_122,IT,CloudWare,42.0,ORD-10065,3/4/2025,3,1.57,9.39,547246.73,Bank Transfer,Retail,WH-A,deliverd,,SP_91,East,1.0,4.0,Y
CUST1037,Customer_2040,Female,42.0,,,Butwal,Madhesh,Nepal,,Product_472,Office Supplies,SmartX,37069.85,ORD-10066,,0,8.92,4.61,39948.75,Card,Retail,WH-C,Cancelled,-2.0,SP_84,Central,4.0,1.0,Yes
CUST68,Customer_447,female,150.0,invalid-email,,ktm,Bagmati,Nepal,,Product_26,Office Supplies,Nova,42.0,,1/11/2025,0,6.36,14.39,810806.56,eSewa,Retail,WH-A,deliverd,,SP_53,West,4.0,,
CUST1038,Customer_757,Female,-5.0,,9822475924.0,Biratnagar,Koshi,India,,Product_477,I.T.,SmartX,42.0,,3/17/2025,1,1.86,14.82,,Khalti,Retail,WH-B,Cancelled,-2.0,SP_96,Central,5.0,40.0,
C-70,Customer_612,Unknown,42.0,user69@company.com,12345.0,ktm,Bagmati,Nepal,,Product_276,IT,SmartX,42.0,,24/06/2025,-3,23.42,6.19,41802.59,Cash,Wholesale,WH-B,Pending,8.0,SP_66,Central,3.0,,Yes
CUST1039,Customer_573,Male,-5.0,invalid-email,,Kathmandu ,Lumbini,Bangladesh,P548,Product_156,IT,SmartX,24766.13,ORD-10070,,-3,18.97,0.41,,Khalti,Online,WH-A,Shipped,2.0,SP_57,West,1.0,55.0,N
C-72,Customer_673,Unknown,42.0,user71@company.com,9891341731.0,Nepalgunj,Bagmati,Bangladesh,P813,Product_414,Electronics,SmartX,48130.69,ORD-10071,,7,27.22,8.14,,Cash,Wholesale,WH-A,deliverd,,SP_47,East,5.0,,N
CUST73,Customer_1907,male,150.0,user72@gmail.com,,Biratnagar,Koshi,Bangladesh,P819,Product_35,Electronics,SmartX,21729.77,ORD-10072,11/13/2025,1,14.87,4.05,,Khalti,Wholesale,WH-B,Shipped,-2.0,SP_85,East,,,Y
C-74,Customer_2087,M,42.0,invalid-email,,Lalitpur,Koshi,Bangladesh,P438,Product_23,Electronics,TechPro,42.0,,10/1/2025,13,12.32,2.48,88563.92,Card,Wholesale,WH-C,Delivered,15.0,SP_49,East,2.0,,N
CUST1040,Customer_1370,F,150.0,user74@company.com,12345.0,Nepalgunj,Koshi,India,,Product_308,I.T.,CloudWare,42.0,,1/5/2025,-3,7.7,4.03,58426.51,Card,Online,WH-C,Pending,11.0,SP_98,West,3.0,25.0,N
CUST1041,Customer_384,F,42.0,,9885868125.0,Kathmandu ,Gandaki,Nepal,P281,Product_454,Furniture,Nova,-100.0,,10/22/2025,-3,17.3,8.26,,Card,Retail,WH-B,Cancelled,3.0,SP_75,East,4.0,,Y
CUST1042,Customer_1883,F,20.0,user76@company.com,9882963508.0,Butwal,Lumbini,Nepal,,Product_210,Information Technology,SmartX,7606.12,,10/9/2025,5,10.07,6.21,,Cash,Online,WH-C,Cancelled,,SP_17,East,99.0,,Y
CUST1043,Customer_730,Female,-5.0,,9852456277.0,Butwal,Gandaki,Bangladesh,,Product_150,Furniture,Nova,45382.57,ORD-10077,3/11/2025,-3,21.39,1.31,,Cash,Wholesale,WH-C,Shipped,,SP_64,East,99.0,,Y
C-79,Customer_1937,M,42.0,,12345.0,Dharan,Gandaki,India,,Product_370,Information Technology,SmartX,42.0,,,0,2.22,4.64,823342.81,Bank Transfer,Wholesale,WH-B,deliverd,12.0,SP_20,Central,2.0,24.0,Yes
CUST1044,Customer_857,F,28.0,user79@gmail.com,,Lalitpur,Lumbini,Bangladesh,,Product_237,Electronics,DataMax,32704.18,,15/05/2025,16,14.12,5.3,54350.84,eSewa,Online,WH-A,deliverd,,SP_23,East,3.0,,
CUST1045,Customer_156,male,150.0,invalid-email,12345.0,Kathmandu,Madhesh,India,,Product_108,I.T.,DataMax,41938.72,,1/15/2025,-3,2.28,14.83,,Khalti,Wholesale,WH-C,Cancelled,,SP_79,Central,3.0,99.0,N
CUST1046,Customer_373,Female,150.0,invalid-email,9862197657.0,Nepalgunj,Madhesh,India,P373,Product_422,Furniture,SmartX,42.0,,,0,13.77,14.58,69420.13,Cash,Retail,WH-B,Delivered,,SP_32,East,3.0,15.0,N
CUST83,Customer_206,Male,42.0,user82@gmail.com,9881253198.0,Kathmandu ,Madhesh,Bangladesh,P408,Product_424,Office Supplies,DataMax,26531.65,,,-3,17.2,14.06,820554.09,Khalti,Online,WH-A,deliverd,,SP_10,West,1.0,,No
CUST84,Customer_615,M,-5.0,invalid-email,,ktm,Bagmati,India,,Product_34,Electronics,DataMax,-100.0,,5/22/2025,0,28.07,4.38,596103.15,Card,Online,WH-B,Delivered,15.0,SP_30,Central,,,N
CUST85,Customer_165,male,42.0,,,Kathmandu ,Madhesh,Nepal,,Product_123,IT,TechPro,-100.0,,6/3/2025,0,19.49,4.41,34073.03,Khalti,Retail,WH-A,Shipped,,SP_2,East,3.0,,N
CUST1047,Customer_2036,Unknown,42.0,invalid-email,12345.0,Pokhara,Gandaki,India,P343,Product_124,I.T.,DataMax,42.0,ORD-10085,9/5/2025,18,20.01,8.54,,eSewa,Wholesale,WH-C,Shipped,3.0,SP_60,Central,4.0,,
CUST1048,Customer_99,F,-5.0,,9885639697.0,ktm,Lumbini,Nepal,,Product_96,IT,Nova,42.0,,2/5/2025,16,22.34,14.87,,Bank Transfer,Wholesale,WH-C,Shipped,6.0,SP_6,East,99.0,48.0,N
CUST1049,Customer_2488,male,47.0,user87@gmail.com,,Kathmandu ,Lumbini,India,,Product_423,Electronics,DataMax,-100.0,,,0,1.92,4.77,,Card,Wholesale,WH-A,Delivered,,SP_38,West,3.0,,N
CUST89,Customer_1946,male,40.0,,,Kathmandu ,Koshi,Nepal,,Product_37,Office Supplies,TechPro,-100.0,,,17,3.21,2.15,,Khalti,Retail,WH-C,Shipped,-2.0,SP_70,Central,1.0,,
C-90,Customer_973,Female,-5.0,,,Kathmandu ,Bagmati,Bangladesh,,Product_352,IT,TechPro,-100.0,,11/13/2025,0,26.19,5.74,,Bank Transfer,Retail,WH-C,Cancelled,,SP_37,East,2.0,71.0,No
CUST1050,Customer_262,female,42.0,user90@gmail.com,,Lalitpur,Lumbini,Nepal,P209,Product_445,IT,DataMax,35675.04,,17/10/2025,-3,27.35,10.46,,Khalti,Wholesale,WH-A,Delivered,3.0,SP_14,Central,2.0,,Y
C-92,Customer_562,Unknown,34.0,user91@company.com,9833677121.0,Lalitpur,Lumbini,Nepal,P215,Product_417,I.T.,Nova,42.0,,11/26/2025,0,18.86,12.89,960495.34,Cash,Wholesale,WH-A,Shipped,,SP_19,West,99.0,48.0,N
CUST1051,Customer_432,female,42.0,user92@company.com,12345.0,ktm,Koshi,Nepal,,Product_195,Information Technology,Nova,-100.0,,12/8/2025,12,3.26,5.3,,Card,Online,WH-B,Shipped,,SP_27,Central,5.0,72.0,N
CUST1052,Customer_1097,female,24.0,invalid-email,,Butwal,Gandaki,Bangladesh,,Product_192,Office Supplies,TechPro,47886.66,ORD-10093,,0,23.12,11.36,,eSewa,Wholesale,WH-C,Delivered,,SP_28,East,5.0,74.0,No
CUST95,Customer_331,Male,-5.0,,9867338552.0,Biratnagar,Lumbini,India,,Product_298,Electronics,Nova,42.0,ORD-10094,18/08/2025,0,15.23,7.07,,Khalti,Retail,WH-C,Cancelled,-2.0,SP_37,Central,2.0,60.0,Yes
C-96,Customer_894,F,150.0,invalid-email,,Lalitpur,Koshi,Bangladesh,,Product_49,IT,CloudWare,42.0,,10/10/2025,7,28.25,11.51,,eSewa,Retail,WH-B,Cancelled,14.0,SP_74,East,1.0,94.0,Yes
CUST97,Customer_781,Male,60.0,invalid-email,9873328263.0,Pokhara,Bagmati,Nepal,,Product_70,IT,Nova,19917.23,ORD-10096,1/9/2025,0,29.73,14.21,,eSewa,Wholesale,WH-C,Shipped,,SP_22,West,,62.0,Yes
CUST1053,Customer_2292,M,48.0,user97@company.com,,Pokhara,Madhesh,India,,Product_362,IT,Nova,42.0,,9/23/2025,-3,18.29,0.5,,eSewa,Wholesale,WH-C,Shipped,-2.0,SP_78,East,5.0,,No
CUST99,Customer_277,female,42.0,,,Biratnagar,Koshi,Nepal,P160,Product_124,IT,CloudWare,-100.0,,,0,24.58,8.57,959453.36,Card,Wholesale,WH-B,Pending,,SP_77,East,4.0,,Yes
C-100,Customer_2468,Unknown,61.0,user99@gmail.com,,ktm,Koshi,India,,Product_469,IT,Nova,42.0,ORD-10099,4/3/2025,-3,0.1,14.99,,Card,Wholesale,WH-A,Delivered,-2.0,SP_24,West,4.0,,Yes
CUST1054,Customer_1276,Male,42.0,,,Kathmandu,Koshi,Bangladesh,,Product_389,Electronics,TechPro,-100.0,ORD-10100,,0,29.6,11.79,,eSewa,Online,WH-B,Pending,6.0,SP_74,West,2.0,83.0,Y
CUST1055,Customer_432,Unknown,42.0,user101@company.com,9862772321.0,Lalitpur,Gandaki,India,,Product_274,Office Supplies,TechPro,46302.95,,2/13/2025,2,9.22,13.55,917868.42,Khalti,Wholesale,WH-B,Pending,-2.0,SP_57,Central,,33.0,No
CUST103,Customer_703,Male,-5.0,invalid-email,9856166623.0,Kathmandu,Koshi,Nepal,,Product_450,I.T.,TechPro,10089.07,,4/22/2025,6,11.67,5.36,977809.84,eSewa,Retail,WH-C,Delivered,-2.0,SP_1,West,5.0,,No
C-104,Customer_1233,female,42.0,,,Kathmandu,Koshi,Nepal,,Product_140,I.T.,DataMax,-100.0,,,15,3.04,1.37,32044.86,Khalti,Online,WH-A,Pending,2.0,SP_80,West,4.0,,Y
CUST105,Customer_2432,F,42.0,invalid-email,,Kathmandu,Gandaki,India,,Product_420,Office Supplies,SmartX,42.0,,,1,9.17,13.08,,Card,Wholesale,WH-A,Delivered,,SP_20,Central,,2.0,Y
CUST106,Customer_1634,Female,42.0,user105@company.com,,ktm,Bagmati,Nepal,P388,Product_404,IT,TechPro,42.0,ORD-10105,3/11/2025,-3,8.48,6.9,,eSewa,Wholesale,WH-C,Pending,9.0,SP_29,Central,99.0,,No
CUST1056,Customer_277,M,42.0,,12345.0,Biratnagar,Gandaki,Nepal,,Product_182,Furniture,CloudWare,42.0,,12/3/2025,-3,5.19,8.35,,eSewa,Retail,WH-B,Pending,-2.0,SP_44,West,2.0,5.0,Y
CUST1057,Customer_2287,Unknown,42.0,,12345.0,Kathmandu,Gandaki,Bangladesh,,Product_242,Furniture,TechPro,42.0,,,-3,5.63,1.41,822592.24,Bank Transfer,Online,WH-C,Delivered,9.0,SP_63,West,2.0,,Y
CUST1058,Customer_1325,M,42.0,,12345.0,Kathmandu ,Lumbini,India,,Product_119,IT,DataMax,-100.0,,2/19/2025,0,10.71,11.71,612185.05,Khalti,Online,WH-C,deliverd,4.0,SP_46,Central,,57.0,N
